marketplace_listing_title,vehicle_exterior_color,vehicle_fuel_type,vehicle_make_display_name,vehicle_model_display_name,vehicle_transmission_type,kms,price,state,year
2005 Honda Accord,black,OTHER,HONDA,ACCORD,AUTOMATIC,285000,4800,NSW,2005
2015 Ford Ranger,white,DIESEL,FORD,RANGER,AUTOMATIC,125000,20000,NSW,2015
2008 Toyota Kluger ,blue,PETROL,TOYOTA,KLUGER,AUTOMATIC,180000,7500,NSW,2008
2008 Ford Territory,silver,PETROL,FORD,TERRITORY,AUTOMATIC,255000,3200,VIC,2008
2009 Subaru Outback,silver,PETROL,SUBARU,OUTBACK,MANUAL,138500,4500,VIC,2009
2017 Ford Focus,white,OTHER,FORD,FOCUS,MANUAL,66000,37000,VIC,2017
2012 Toyota Camry,black,HYBRID,TOYOTA,CAMRY,AUTOMATIC,115165,17000,NSW,2012
1991 Toyota 4Runner,red,PETROL,TOYOTA,4RUNNER,AUTOMATIC,123456,3500,VIC,1991
2009 Hyundai Santa Fe,white,DIESEL,HYUNDAI,SANTA FE,AUTOMATIC,371152,2750,VIC,2009
2015 Holden Captiva,white,PETROL,HOLDEN,CAPTIVA,AUTOMATIC,136120,10500,VIC,2015
2017 Ford Escape,blue,PETROL,FORD,ESCAPE,AUTOMATIC,185000,9850,VIC,2017
2013 Hyundai Elantra,silver,PETROL,HYUNDAI,ELANTRA,AUTOMATIC,87500,10800,VIC,2013
2012 Holden Commodore,turquoise,PETROL,HOLDEN,COMMODORE,AUTOMATIC,110000,9000,VIC,2012
2014 Toyota Prius c,white,PETROL,TOYOTA,PRIUS C,AUTOMATIC,120000,13500,VIC,2014
2004 Mitsubishi Triton ,purple,PETROL,MITSUBISHI,TRITON,AUTOMATIC,139000,6500,VIC,2004
2004 Holden Commodore,white,PETROL,HOLDEN,COMMODORE,MANUAL,220000,26500,VIC,2004
2001 Nissan Patrol,gold,DIESEL,NISSAN,PATROL,MANUAL,286500,29999,VIC,2001
2003 Toyota Hiace,white,PETROL,TOYOTA,HIACE,MANUAL,422633,5500,VIC,2003
2011 Alfa Romeo Giulietta,red,PETROL,ALFA-ROMEO,GIULIETTA,MANUAL,82326,11000,VIC,2011
2020 Toyota Camry,white,HYBRID,TOYOTA,CAMRY,AUTOMATIC,72872,29990,SA,2020
2022 Great Wall cannon,white,DIESEL,GWM,CANNON,AUTOMATIC,72639,28000,SA,2022
2005 Toyota Landcruiser 100,silver,DIESEL,TOYOTA,LANDCRUISER,MANUAL,460000,23000,SA,2005
2017 Nissan leaf azeo autech 30kwh,black,ELECTRIC,NISSAN,LEAF,AUTOMATIC,90000,12500,SA,2017
2012 Nissan Navara,grey,DIESEL,NISSAN,NAVARA,MANUAL,156000,16000,SA,2012
2001 Nissan Patrol ST Rebuilt,silver,DIESEL,NISSAN,PATROL,AUTOMATIC,390,10000,SA,2001
2003 Subaru Liberty,red,PETROL,SUBARU,LIBERTY,MANUAL,225000,3500,SA,2003
2010 Suzuki Alto,silver,PETROL,SUZUKI,ALTO,MANUAL,120000,5000,SA,2010
1974 Holden Holden Torana,blue,OTHER,HOLDEN,TORANA,AUTOMATIC,123456,65000,SA,1974
2019 Kia Carnival,white,DIESEL,KIA,CARNIVAL,AUTOMATIC,87042,38000,SA,2019
2010 Holden Commodore,blue,PETROL,HOLDEN,COMMODORE,AUTOMATIC,189563,6999,SA,2010
2020 BMW X1,white,PETROL,BMW,X1,AUTOMATIC,81360,26990,QLD,2020
2010 Hyundai Getz,grey,PETROL,HYUNDAI,GETZ,AUTOMATIC,195000,3800,SA,2010
2001 Toyota Hilux,grey,PETROL,TOYOTA,HILUX,MANUAL,290000,15000,SA,2001
2015 Hyundai Elantra,silver,PETROL,HYUNDAI,ELANTRA,AUTOMATIC,201801,9000,QLD,2015
2006 Toyota Camry,white,PETROL,TOYOTA,CAMRY,AUTOMATIC,289000,4500,QLD,2006
2010 Holden Commodore,red,PETROL,HOLDEN,COMMODORE,AUTOMATIC,320803,17000,QLD,2010
2010 Toyota Corolla,black,OTHER,TOYOTA,COROLLA,AUTOMATIC,251800,6800,QLD,2010
2018 Lexus Lexus NX 300,red,PETROL,LEXUS,NX,AUTOMATIC,113000,32000,QLD,2018
2021 Toyota landcruiser 200 sahara 2021,black,DIESEL,TOYOTA,LANDCRUISER,AUTOMATIC,114734,113990,QLD,2021
2008 Nissan Navara,red,DIESEL,NISSAN,NAVARA,MANUAL,230000,9600,QLD,2008
1999 Toyota Corolla,grey,PETROL,TOYOTA,COROLLA,AUTOMATIC,240000,3200,QLD,1999
1996 Nissan Patrol,red,PETROL,NISSAN,PATROL,MANUAL,1200,4500,QLD,1996
2010 Nissan Dualis,white,PETROL,NISSAN,DUALIS,MANUAL,198000,8990,QLD,2010
2017 Toyota Hilux,black,DIESEL,TOYOTA,HILUX,MANUAL,350000,12345,QLD,2017
2009 BMW series 3,blue,PETROL,BMW,SERIES 3,AUTOMATIC,13790,21700,QLD,2009
2014 Toyota Landcruiser Prado,white,DIESEL,TOYOTA,LANDCRUISER,MANUAL,182000,27500,QLD,2014
2000 Honda CR-V,white,PETROL,HONDA,CR-V,MANUAL,335000,8000,WA,2000
2008 Ford Falcon,grey,PETROL,FORD,FALCON,AUTOMATIC,304000,7000,WA,2008
2012 Hyundai Santa Fe,white,DIESEL,HYUNDAI,SANTA FE,AUTOMATIC,174000,10500,WA,2012
2009 Nissan Tiida,silver,PETROL,NISSAN,TIIDA,AUTOMATIC,232119,2800,QLD,2009
2015 Volkswagen Polo,white,PETROL,VOLKSWAGEN,POLO,MANUAL,63465,13995,WA,2015
1984 Toyota corona,blue,PETROL,TOYOTA,CORONA,AUTOMATIC,70000,3000,WA,1984
2014 Ford Ranger,black,DIESEL,FORD,RANGER,AUTOMATIC,240000,15000,QLD,2014
1986 Toyota Hilux,beige,PETROL,TOYOTA,HILUX,MANUAL,311000,5000,VIC,1986
2012 Mercedes-Benz Mercedes-Benz ML350,silver,DIESEL,MERCEDES-BENZ,MERCEDES-BENZ ML350,AUTOMATIC,3235,9500,SA,2012
2004 Holden Rodeo,white,PETROL,HOLDEN,RODEO,MANUAL,358000,2800,QLD,2004
2008 Honda Accord,grey,OTHER,HONDA,ACCORD,AUTOMATIC,200000,7000,VIC,2008
2009 BMW series 1,grey,PETROL,BMW,SERIES 1,AUTOMATIC,161475,2500,SA,2009
2017 Toyota Camry,black,PETROL,TOYOTA,CAMRY,AUTOMATIC,111398,17000,WA,2017
2008 Nissan Patrol,white,DIESEL,NISSAN,PATROL,MANUAL,250000,22000,NSW,2008
2014 Toyota Landcruiser Prado,white,DIESEL,TOYOTA,LANDCRUISER,AUTOMATIC,230000,45000,NSW,2014
2010 Subaru Forester,grey,PETROL,SUBARU,FORESTER,MANUAL,249000,9900,NSW,2010
2010 Volkswagen Golf,grey,DIESEL,VOLKSWAGEN,GOLF,AUTOMATIC,134000,6850,NSW,2010
2013 Kia Rio,silver,OTHER,KIA,RIO,MANUAL,245000,4500,NSW,2013
2015 Renault clio rs 200,black,PETROL,RENAULT,CLIO,AUTOMATIC,128000,11000,NSW,2015
2007 Toyota Camry,red,PETROL,TOYOTA,CAMRY,AUTOMATIC,177000,6500,NSW,2007
2015 Holden captiva 7 ls my15 sn2337m,white,DIESEL,HOLDEN,CAPTIVA,AUTOMATIC,91931,8995,NSW,2015
2001 Subaru liberty b4,silver,PETROL,SUBARU,LIBERTY,MANUAL,200000,12000,NSW,2001
2008 Volkswagen gti,white,PETROL,VOLKSWAGEN,GTI,AUTOMATIC,200000,6499,NSW,2008
2005 Subaru FORESTER XS MY05 SN2415I,white,PETROL,SUBARU,FORESTER,AUTOMATIC,252472,5995,NSW,2005
2017 Nissan Navara,grey,DIESEL,NISSAN,NAVARA,AUTOMATIC,145000,27900,NSW,2017
2010 Holden Holden Colorado,white,DIESEL,HOLDEN,COLORADO,MANUAL,240000,12000,NSW,2010
2015 Mazda CX-5,silver,PETROL,MAZDA,CX-5,MANUAL,133000,13000,NSW,2015
2022 Ford Ranger,grey,DIESEL,FORD,RANGER,AUTOMATIC,43000,52000,NSW,2022
1997 Holden Commodore,white,PETROL,HOLDEN,COMMODORE,AUTOMATIC,150000,11111,NSW,1997
2010 Mitsubishi Pajero,white,DIESEL,MITSUBISHI,PAJERO,AUTOMATIC,447000,12900,SA,2010
2012 Toyota Hilux,white,PETROL,TOYOTA,HILUX,MANUAL,261038,12950,NSW,2012
2018 Volkswagen Passat,white,PETROL,VOLKSWAGEN,PASSAT,AUTOMATIC,148000,27500,SA,2018
2003 Holden vy ss v8 ute,white,PETROL,HOLDEN,UTE,AUTOMATIC,143000,25000,SA,2003
2022 Suzuki Swift GL S Hatch,grey,PETROL,SUZUKI,SWIFT,MANUAL,21500,23881,SA,2022
2013 Subaru forester wagon 2.5i s4 my13,white,PETROL,SUBARU,FORESTER,AUTOMATIC,162676,12877,SA,2013
1991 Ford Maverick,white,PETROL,FORD,MAVERICK,MANUAL,200000,15000,SA,1991
2017 Iveco Daily,white,DIESEL,IVECO,DAILY,AUTOMATIC,276280,35000,NSW,2017
2014 Nissan Navara,blue,DIESEL,NISSAN,NAVARA,MANUAL,255563,9000,SA,2014
2008 Holden Commodore,blue,PETROL,HOLDEN,COMMODORE,AUTOMATIC,340000,3200,SA,2008
1999 Mitsubishi Mirage,white,PETROL,MITSUBISHI,MIRAGE,AUTOMATIC,152000,3999,SA,1999
2014 Hyundai Ix35,white,PETROL,HYUNDAI,IX35,MANUAL,206000,9000,NSW,2014
2000 Toyota Hilux,white,DIESEL,TOYOTA,HILUX,MANUAL,316400,15500,SA,2000
2006 Hyundai Tiburon,white,PETROL,HYUNDAI,TIBURON,MANUAL,170250,7500,SA,2006
1994 Ford Fairmont,grey,PETROL,FORD,FAIRMONT,AUTOMATIC,250000,2500,SA,1994
1984 Mazda rx7,green,OTHER,MAZDA,RX7,MANUAL,1111,17000,VIC,1984
2019 Holden Commodore,grey,PETROL,HOLDEN,COMMODORE,AUTOMATIC,88000,24999,VIC,2019
2013 Volkswagen Tiguan,white,PETROL,VOLKSWAGEN,TIGUAN,AUTOMATIC,167660,9000,VIC,2013
2014 Hyundai Hyundai iLOAD,white,DIESEL,HYUNDAI,ILOAD,AUTOMATIC,225395,13999,VIC,2014
2009 Ford Fiesta,black,PETROL,FORD,FIESTA,MANUAL,201001,4800,VIC,2009
2017 Toyota Yaris,white,PETROL,TOYOTA,YARIS,AUTOMATIC,129151,15388,SA,2017
2016 Holden Commodore,white,PETROL,HOLDEN,COMMODORE,AUTOMATIC,100150,26000,SA,2016
2017 Mazda CX-9,grey,PETROL,MAZDA,CX-9,AUTOMATIC,160000,26300,VIC,2017
2000 Toyota Hiace,white,PETROL,TOYOTA,HIACE,MANUAL,638659,10500,VIC,2000
2021 Toyota Corolla,red,HYBRID,TOYOTA,COROLLA,AUTOMATIC,151000,21499,VIC,2021
2007 Honda Civic,silver,PETROL,HONDA,CIVIC,AUTOMATIC,244000,5500,VIC,2007
2007 Hyundai Elantra,white,PETROL,HYUNDAI,ELANTRA,AUTOMATIC,254000,4800,VIC,2007
2020 MINI Clubman,grey,PETROL,MINI,CLUBMAN,AUTOMATIC,38000,45000,VIC,2020
2011 Hyundai Elantra,red,PETROL,HYUNDAI,ELANTRA,AUTOMATIC,188000,9990,VIC,2011
1983 Holden Commodore,white,PETROL,HOLDEN,COMMODORE,MANUAL,279450,14500,VIC,1983
2003 Honda CR-V,silver,PETROL,HONDA,CR-V,AUTOMATIC,240000,6950,VIC,2003
2014 Land Rover Range Rover Sport,white,DIESEL,LAND-ROVER,RANGE ROVER SPORT,AUTOMATIC,100000,32000,VIC,2014
2011 Hyundai Getz,blue,PETROL,HYUNDAI,GETZ,MANUAL,173707,5750,WA,2011
2016 Hyundai i30 sr (sport),red,PETROL,HYUNDAI,I30,MANUAL,140000,11999,WA,2016
2013 Renault Clio,red,PETROL,RENAULT,CLIO,AUTOMATIC,150000,6999,WA,2013
2008 Toyota Landcruiser Prado,white,DIESEL,TOYOTA,LANDCRUISER,MANUAL,388000,20000,WA,2008
2017 Ford Focus,red,PETROL,FORD,FOCUS,AUTOMATIC,113880,14500,VIC,2017
2020 Mitsubishi Outlander,black,OTHER,MITSUBISHI,OUTLANDER,AUTOMATIC,113000,21990,WA,2020
2018 Toyota RAV4,red,PETROL,TOYOTA,RAV4,AUTOMATIC,119500,24750,WA,2018
2014 Toyota Camry,white,PETROL,TOYOTA,CAMRY,AUTOMATIC,229000,12500,WA,2014
2017 Land Rover Discovery Sport,black,DIESEL,LAND-ROVER,DISCOVERY SPORT,AUTOMATIC,75000,25900,VIC,2017
2021 Toyota RAV4,white,HYBRID,TOYOTA,RAV4,AUTOMATIC,63000,47000,WA,2021
2019 Mazda BT-50,silver,DIESEL,MAZDA,BT-50,AUTOMATIC,97000,36000,WA,2019
2013 Holden Commodore,white,PETROL,HOLDEN,COMMODORE,AUTOMATIC,195000,27000,WA,2013
2009 Holden Colorado 4x2 ,white,PETROL,HOLDEN,COLORADO,AUTOMATIC,120000,9999,QLD,2009
2020 Audi A6,black,PETROL,AUDI,A6,AUTOMATIC,100000,50000,QLD,2020
2019 Honda CR-V L7,grey,PETROL,HONDA,CR-V,AUTOMATIC,104811,27500,WA,2019
2017 Ford RANGER XL AUTO 3.2L,white,DIESEL,FORD,RANGER,AUTOMATIC,302000,13900,QLD,2017
2002 Holden Commodore,red,OTHER,HOLDEN,COMMODORE,MANUAL,330000,7000,QLD,2002
2006 Holden Commodore,blue,OTHER,HOLDEN,COMMODORE,AUTOMATIC,250000,3000,WA,2006
1969 Holden Holden Premier,purple,OTHER,HOLDEN,HOLDEN PREMIER,AUTOMATIC,300,45000,WA,1969
1995 Holden Commodore,grey,OTHER,HOLDEN,COMMODORE,AUTOMATIC,1234,19000,NSW,1995
2006 Holden Commodore,blue,PETROL,HOLDEN,COMMODORE,AUTOMATIC,227000,6000,WA,2006
2021 Toyota HILUX WORKMATE AUTOMATIC,grey,PETROL,TOYOTA,HILUX,AUTOMATIC,89990,29990,NSW,2021
2014 Holden vf sv6 commodore,silver,PETROL,HOLDEN,COMMODORE,AUTOMATIC,200000,16000,QLD,2014
2013 Mitsubishi Outlander,orange,PETROL,MITSUBISHI,OUTLANDER,AUTOMATIC,266000,9800,WA,2013
2008 Holden Commodore,blue,PETROL,HOLDEN,COMMODORE,MANUAL,183000,21000,SA,2008
2008 Holden Barina,grey,PETROL,HOLDEN,BARINA,MANUAL,150868,4000,WA,2008
2012 Jeep Grand Cherokee,red,PETROL,JEEP,GRAND CHEROKEE,AUTOMATIC,250000,12500,NSW,2012
2015 Toyota Crown Athlete S,white,PETROL,TOYOTA,CROWN,AUTOMATIC,140000,24000,SA,2015
2010 Audi A4,grey,DIESEL,AUDI,A4,AUTOMATIC,230000,8500,SA,2010
2006 Toyota Echo,silver,PETROL,TOYOTA,ECHO,MANUAL,170000,3200,SA,2006
2016 Ford Falcon,grey,PETROL,FORD,FALCON,AUTOMATIC,133333,25900,VIC,2016
2010 Mitsubishi Pajero,white,DIESEL,MITSUBISHI,PAJERO,MANUAL,339000,9500,SA,2010
2013 Holden Commodore,white,OTHER,HOLDEN,COMMODORE,MANUAL,229245,22000,VIC,2013
2017 Mitsubishi outlander diesel safety pack 7seater,white,DIESEL,MITSUBISHI,OUTLANDER,AUTOMATIC,130000,19000,VIC,2017
2022 Subaru Outback,grey,PETROL,SUBARU,OUTBACK,AUTOMATIC,57756,35990,VIC,2022
2008 Holden Astra,grey,PETROL,HOLDEN,ASTRA,AUTOMATIC,240000,3500,VIC,2008
2022 Great Wall gwm cannon 4x4 1 owner low kms new car warranty,white,DIESEL,GWM,CANNON,AUTOMATIC,32451,29999,VIC,2022
2004 Toyota landcruiser engineered,grey,OTHER,TOYOTA,LANDCRUISER,MANUAL,37500,35000,VIC,2004
2017 Holden Trax,silver,PETROL,HOLDEN,TRAX,AUTOMATIC,150800,12000,VIC,2017
2022 Subaru Outback,white,PETROL,SUBARU,OUTBACK,AUTOMATIC,77945,33490,VIC,2022
2011 Audi q5 tdi 2.0 litre,black,DIESEL,AUDI,Q5,AUTOMATIC,96687,15990,VIC,2011
1965 Mercedes-Benz Mercedes-Benz 220SE,green,PETROL,MERCEDES-BENZ,MERCEDES-BENZ 220SE,AUTOMATIC,18888,36000,VIC,1965
2014 Jeep Cherokee,grey,PETROL,JEEP,CHEROKEE,AUTOMATIC,166081,7000,VIC,2014
2013 Toyota Hilux,white,DIESEL,TOYOTA,HILUX,MANUAL,244486,24000,VIC,2013
2015 Toyota Camry,silver,PETROL,TOYOTA,CAMRY,AUTOMATIC,124000,12500,VIC,2015
2011 Toyota Hilux,green,PETROL,TOYOTA,HILUX,MANUAL,198000,13000,VIC,2011
2018 Renault Trafic,white,DIESEL,RENAULT,TRAFIC,MANUAL,136000,25000,VIC,2018
2012 Nissan Navara,red,DIESEL,NISSAN,NAVARA,AUTOMATIC,275072,8500,VIC,2012
2009 Ford Falcon,red,OTHER,FORD,FALCON,AUTOMATIC,270000,5850,VIC,2009
2016 Subaru Liberty 3.6R,grey,PETROL,SUBARU,LIBERTY,AUTOMATIC,110000,22000,SA,2016
2010 Audi Q5,silver,PETROL,AUDI,Q5,AUTOMATIC,230000,12000,SA,2010
2016 Nissan JUKE,grey,OTHER,NISSAN,JUKE,AUTOMATIC,54000,15000,SA,2016
2015 Holden CAPTIVA  A2231,grey,PETROL,HOLDEN,CAPTIVA,AUTOMATIC,123000,123000,NSW,2015
2009 Nissan Navara,black,OTHER,NISSAN,NAVARA,MANUAL,240000,12500,SA,2009
1985 Holden Commodore,silver,PETROL,HOLDEN,COMMODORE,MANUAL,200000,3000,SA,1985
2008 Nissan Patrol,silver,OTHER,NISSAN,PATROL,AUTOMATIC,280000,18000,WA,2008
2009 Volkswagen Tiguan,grey,PETROL,VOLKSWAGEN,TIGUAN,MANUAL,130000,5990,NSW,2009
2015 Nissan pathfinder ti 4wd (top model),grey,PETROL,NISSAN,PATHFINDER,AUTOMATIC,148600,19900,NSW,2015
2001 Honda Prelude,black,OTHER,HONDA,PRELUDE,MANUAL,280000,10000,NSW,2001
2024 Ford Everest Sport 3.0 DT V6 4x4 MY25,black,DIESEL,FORD,EVEREST,AUTOMATIC,15986,68888,WA,2024
2013 Volkswagen Golf,black,DIESEL,VOLKSWAGEN,GOLF,AUTOMATIC,306000,7000,WA,2013
2012 Ford Ranger,silver,OTHER,FORD,RANGER,AUTOMATIC,214500,19999,WA,2012
2012 Volkswagen Passat,blue,DIESEL,VOLKSWAGEN,PASSAT,AUTOMATIC,176081,9900,WA,2012
2003 Nissan 350Z,orange,PETROL,NISSAN,350Z,AUTOMATIC,162000,20000,WA,2003
2010 Honda Civic,white,PETROL,HONDA,CIVIC,AUTOMATIC,251000,7500,WA,2010
2014 Mazda BT-50,blue,DIESEL,MAZDA,BT-50,AUTOMATIC,240000,15300,WA,2014
2010 Suzuki Alto,white,PETROL,SUZUKI,ALTO,MANUAL,240000,3900,WA,2010
2011 Toyota Corolla Conquest ,white,PETROL,TOYOTA,COROLLA,AUTOMATIC,275723,6990,WA,2011
2008 Holden COMMODORE OMEGA V6 Auto,white,PETROL,HOLDEN,COMMODORE,AUTOMATIC,230000,7999,WA,2008
1994 Suzuki Vitara,white,PETROL,SUZUKI,VITARA,AUTOMATIC,328000,4000,WA,1994
2011 Hyundai Hyundai iLOAD,white,DIESEL,HYUNDAI,ILOAD,AUTOMATIC,175000,12000,VIC,2011
2015 Honda fit,blue,HYBRID,HONDA,FIT,AUTOMATIC,127000,14500,VIC,2015
2007 Subaru Forester,blue,PETROL,SUBARU,FORESTER,AUTOMATIC,211000,7500,WA,2007
2007 Ford Falcon,orange,PETROL,FORD,FALCON,AUTOMATIC,176000,10000,VIC,2007
2010 Nissan Patrol ST GU 7,grey,DIESEL,NISSAN,PATROL,AUTOMATIC,361799,14580,WA,2010
2020 Toyota  LANDCRUISER PRADO GX GDJ150R,white,DIESEL,TOYOTA,LANDCRUISER,AUTOMATIC,184772,39490,WA,2020
2014 Nissan pathfinder awd r52,blue,PETROL,NISSAN,PATHFINDER,AUTOMATIC,127400,14000,WA,2014
2015 Holden Holden Colorado,grey,DIESEL,HOLDEN,COLORADO,AUTOMATIC,230000,25000,WA,2015
2018 Ford Mondeo,silver,DIESEL,FORD,MONDEO,AUTOMATIC,151795,13989,WA,2018
2016 Toyota Corolla,white,PETROL,TOYOTA,COROLLA,AUTOMATIC,241000,10400,WA,2016
2003 Toyota Hilux,green,PETROL,TOYOTA,HILUX,AUTOMATIC,446000,11000,WA,2003
2017 Volkswagen Golf,black,OTHER,VOLKSWAGEN,GOLF,AUTOMATIC,333,26000,VIC,2017
2006 Toyota Camry,black,PETROL,TOYOTA,CAMRY,AUTOMATIC,302684,6500,WA,2006
2020 Jeep Wrangler Unlimited,white,PETROL,JEEP,WRANGLER,AUTOMATIC,134000,43000,VIC,2020
2023 Toyota Camry Ascent Hybrid ,white,HYBRID,TOYOTA,CAMRY,AUTOMATIC,55625,37990,WA,2023
2010 Holden Barina,grey,PETROL,HOLDEN,BARINA,MANUAL,230000,5000,WA,2010
"2018 Toyota rav4 gxl awd low kms $24,490",silver,PETROL,TOYOTA,RAV4,AUTOMATIC,42000,24490,WA,2018
1995 BMW 328i,blue,OTHER,BMW,SERIES 3,MANUAL,260000,123456,WA,1995
2010 Subaru Outback,black,PETROL,SUBARU,OUTBACK,AUTOMATIC,170000,4500,WA,2010
2009 Toyota tarago,white,PETROL,TOYOTA,TARAGO,AUTOMATIC,284443,9999,WA,2009
2015 Ford Ranger,white,DIESEL,FORD,RANGER,AUTOMATIC,220000,27900,QLD,2015
1991 Nissan Patrol,red,DIESEL,NISSAN,PATROL,AUTOMATIC,517000,10500,SA,1991
2015 Toyota Camry,black,PETROL,TOYOTA,CAMRY,AUTOMATIC,200000,10500,SA,2015
2009 Hyundai Tucson,black,PETROL,HYUNDAI,TUCSON,MANUAL,194094,4000,SA,2009
2022 Land Rover defender p300 awd,white,PETROL,LAND-ROVER,DEFENDER,AUTOMATIC,120587,74990,SA,2022
2003 Subaru Liberty,white,PETROL,SUBARU,LIBERTY,MANUAL,183000,3500,SA,2003
2019 Ford Everest,blue,DIESEL,FORD,EVEREST,AUTOMATIC,51000,42999,SA,2019
2002 Suzuki Grand Vitara,gold,PETROL,SUZUKI,GRAND VITARA,AUTOMATIC,226000,5000,SA,2002
2019 Mercedes-Benz a35 amg,white,PETROL,MERCEDES-BENZ,A35 AMG,AUTOMATIC,111000,39888,SA,2019
2021 Hyundai staria load,white,DIESEL,HYUNDAI,STARIA,AUTOMATIC,46900,33995,SA,2021
2001 Nissan 200SX,grey,PETROL,NISSAN,200SX,MANUAL,208000,60000,SA,2001
2017 Mitsubishi Pajero,white,DIESEL,MITSUBISHI,PAJERO,AUTOMATIC,169000,34400,SA,2017
2007 Mazda RX-8,grey,PETROL,MAZDA,RX-8,MANUAL,125000,12500,SA,2007
2013 Hyundai Ix35,grey,PETROL,HYUNDAI,IX35,AUTOMATIC,145520,13000,SA,2013
2014 Alfa Romeo giulietta distinctive,silver,PETROL,ALFA-ROMEO,GIULIETTA,MANUAL,98000,7500,SA,2014
2013 Jeep Patriot,green,PETROL,JEEP,PATRIOT,AUTOMATIC,226000,7500,WA,2013
2018 Mazda CX-9,blue,PETROL,MAZDA,CX-9,AUTOMATIC,193000,18990,WA,2018
2019 Renault Trafic,white,DIESEL,RENAULT,TRAFIC,MANUAL,109000,8000,SA,2019
2019 Ford Ranger,white,DIESEL,FORD,RANGER,AUTOMATIC,120000,20500,WA,2019
2021 Toyota Corolla,white,HYBRID,TOYOTA,COROLLA,AUTOMATIC,52289,28000,WA,2021
2006 Honda Jazz,silver,PETROL,HONDA,JAZZ,MANUAL,110000,3500,WA,2006
2024 Renault Master,white,DIESEL,RENAULT,MASTER,MANUAL,18500,48999,WA,2024
2008 Ford Falcon,black,OTHER,FORD,FALCON,AUTOMATIC,170000,4000,WA,2008
1970 Volkswagen Beetle,red,OTHER,VOLKSWAGEN,BEETLE,MANUAL,84000,29900,WA,1970
2017 Hyundai Tucson,blue,PETROL,HYUNDAI,TUCSON,AUTOMATIC,178000,14000,WA,2017
2020 Ford F-150,grey,PETROL,FORD,F-150,AUTOMATIC,87000,130000,WA,2020
2012 Hyundai i30,white,PETROL,HYUNDAI,I30,AUTOMATIC,99245,10500,WA,2012
2011 Hyundai Ix35,red,OTHER,HYUNDAI,IX35,AUTOMATIC,134000,10500,WA,2011
2023 Mercedes-Benz amg a35,black,PETROL,MERCEDES-BENZ,AMG A35,AUTOMATIC,35000,60000,WA,2023
2010 Mercedes-Benz Vito,white,DIESEL,MERCEDES-BENZ,VITO,MANUAL,653000,5000,WA,2010
2024 Kia Picanto,white,PETROL,KIA,PICANTO,AUTOMATIC,9900,20490,NSW,2024
2007 Toyota Aurion,white,PETROL,TOYOTA,AURION,AUTOMATIC,201000,6200,NSW,2007
2014 Toyota RAV4,grey,PETROL,TOYOTA,RAV4,AUTOMATIC,152000,16000,NSW,2014
2006 HSV GTS,silver,OTHER,HSV,GTS,AUTOMATIC,93000,47000,WA,2006
2009 Honda CR-V,silver,PETROL,HONDA,CR-V,MANUAL,236000,5900,NSW,2009
2016 Audi A4,black,PETROL,AUDI,A4,AUTOMATIC,107000,19000,NSW,2016
2011 Mercedes-Benz E250,white,PETROL,MERCEDES-BENZ,E-CLASS,AUTOMATIC,131619,11000,NSW,2011
2017 Toyota RAV4,silver,PETROL,TOYOTA,RAV4,AUTOMATIC,93000,23000,NSW,2017
1972 Holden Holden Torana,blue,PETROL,HOLDEN,TORANA,MANUAL,101500,25000,NSW,1972
2009 Toyota Camry,silver,PETROL,TOYOTA,CAMRY,AUTOMATIC,200000,7150,NSW,2009
2009 Toyota Aurion,silver,PETROL,TOYOTA,AURION,AUTOMATIC,173650,8500,NSW,2009
2012 Subaru XV,white,PETROL,SUBARU,XV,AUTOMATIC,288000,7500,NSW,2012
2017 Hyundai Tucson,white,PETROL,HYUNDAI,TUCSON,AUTOMATIC,73660,21000,NSW,2017
2011 Hyundai i30,white,PETROL,HYUNDAI,I30,AUTOMATIC,137000,9500,NSW,2011
2011 MINI cooper s,white,PETROL,MINI,COOPER,AUTOMATIC,133576,14500,NSW,2011
2008 Volkswagen Eos,black,PETROL,VOLKSWAGEN,EOS,MANUAL,91978,8900,NSW,2008
2025 Toyota Hilux,grey,DIESEL,TOYOTA,HILUX,AUTOMATIC,6700,74000,VIC,2025
2021 Nissan X-Trail,silver,PETROL,NISSAN,X-TRAIL,AUTOMATIC,121000,19000,VIC,2021
2013 Mercedes-Benz Sprinter,white,OTHER,MERCEDES-BENZ,SPRINTER,AUTOMATIC,400000,15000,VIC,2013
2021 Mercedes-Benz GLA200,white,PETROL,MERCEDES-BENZ,A-CLASS,AUTOMATIC,46900,41500,VIC,2021
2010 Nissan Elgrand,silver,PETROL,NISSAN,ELGRAND,AUTOMATIC,179225,11500,VIC,2010
2000 Mitsubishi Pajero,green,PETROL,MITSUBISHI,PAJERO,MANUAL,289000,4000,VIC,2000
1998 Toyota Landcruiser Prado,white,PETROL,TOYOTA,LANDCRUISER,MANUAL,435770,7000,VIC,1998
2019 BMW X2,black,PETROL,BMW,X2,AUTOMATIC,58000,26000,VIC,2019
2018 Hyundai Tucson Active X,white,PETROL,HYUNDAI,TUCSON,AUTOMATIC,119459,18750,VIC,2018
1994 Ford Fairmont,silver,PETROL,FORD,FAIRMONT,AUTOMATIC,258000,3000,VIC,1994
2017 Audi A5,black,PETROL,AUDI,A5,AUTOMATIC,127000,34990,VIC,2017
2014 Holden Cruze with rwc and rego ,white,PETROL,HOLDEN,CRUZE,MANUAL,204200,3999,VIC,2014
